annee,Num_Acc,num_veh
2005,200500017636,A01
2005,200500017650,A01
2005,200500017654,A01
2005,200500017686,A01
2005,200500017734,B01
2005,200500017795,A01
2005,200500017800,A01
2005,200500017801,A01
2005,200500017831,A01
2005,200500017897,B01
2005,200500017904,B01
2005,200500017922,C01
2005,200500017934,B01
2005,200500017945,B01
2005,200500018077,B01
2005,200500018106,A01
2005,200500018167,A01
2005,200500018224,B01
2005,200500018273,B01
2005,200500018273,C01
2005,200500018278,B01
2005,200500018279,B01
2005,200500018286,A01
2005,200500018299,B01
2005,200500018316,B01
2005,200500018346,A01
2005,200500018429,B01
2005,200500018434,A01
2005,200500018441,A01
2005,200500018454,A01
2005,200500018457,A01
2005,200500018488,B01
2005,200500018517,A01
2005,200500018519,B01
2005,200500018581,A01
2005,200500018619,A01
2005,200500018645,A01
2005,200500018730,B01
2005,200500018747,A01
2005,200500018752,A01
2005,200500018753,A01
2005,200500018767,A01
2005,200500018774,A01
2005,200500018791,A01
2005,200500018821,A01
2005,200500018855,A01
2005,200500018859,A01
2005,200500018872,A01
2005,200500018873,A01
2005,200500018878,C01
2005,200500018890,A01
2005,200500018894,A01
2005,200500018895,A01
2005,200500018896,A01
2005,200500018961,A01
2005,200500018963,A01
2005,200500018974,A01
2005,200500018976,A01
2005,200500019024,B01
2005,200500019035,A01
2005,200500019103,A01
2005,200500019154,A01
2005,200500019283,A01
2005,200500019437,A01
2005,200500019445,A01
2005,200500019463,B01
2005,200500019527,B01
2005,200500019604,A01
2005,200500019628,A01
2005,200500019648,X01
2005,200500019752,A01
2005,200500019755,A01
2005,200500019773,A01
2005,200500019887,A01
2005,200500019908,A01
2005,200500019976,A01
2005,200500019977,A01
2005,200500019978,A01
2005,200500020002,A01
2005,200500020185,A01
2005,200500020187,A01
2005,200500020190,A01
2005,200500020240,A01
2005,200500020268,C01
2005,200500020278,B01
2005,200500020322,A01
2005,200500020408,A01
2005,200500020419,A01
2005,200500020430,B01
2005,200500020458,A01
2005,200500020527,A01
2005,200500020576,A01
2005,200500020585,A01
2005,200500020620,A01
2005,200500020667,A01
2005,200500020681,A01
2005,200500020728,A01
2005,200500020792,A01
2005,200500020794,A01
2005,200500020802,A01
2005,200500020872,A01
2005,200500020913,A01
2005,200500020939,A01
2005,200500020967,A01
2005,200500020995,A01
2005,200500021023,A01
2005,200500021047,A01
2005,200500021056,A01
2005,200500021093,A01
2005,200500021095,A01
2005,200500021105,A01
2005,200500021124,A01
2005,200500021128,A01
2005,200500021153,A01
2005,200500021212,A01
2005,200500021217,A01
2005,200500021220,A01
2005,200500021225,A01
2005,200500021227,B01
2005,200500021240,A01
2005,200500021351,A01
2005,200500021354,A01
2005,200500021387,B01
2005,200500021419,A01
2005,200500021506,A01
2005,200500021609,B01
2005,200500021741,A01
2005,200500021763,A01
2005,200500021805,A01
2005,200500021825,A01
2005,200500021853,A01
2005,200500021862,A01
2005,200500022078,A01
2005,200500022095,A01
2005,200500022113,A01
2005,200500022141,B01
2005,200500022158,A01
2005,200500022198,B01
2005,200500022271,A01
2005,200500022344,A01
2005,200500022448,B01
2005,200500022450,B01
2005,200500022469,B01
2005,200500022574,C01
2005,200500022645,A01
2005,200500022721,B01
2005,200500022878,A01
2005,200500023444,A01
2005,200500023605,B02
2005,200500023715,B02
2005,200500024971,A01
2005,200500025377,B02
2005,200500025436,A01
2005,200500026013,B02
2005,200500026426,A01
2005,200500026767,B02
2005,200500026849,B02
2005,200500026860,A01
2005,200500027079,B01
2005,200500027137,A01
2005,200500027180,A01
2005,200500027270,A01
2005,200500027302,A01
2005,200500027409,A01
2005,200500027442,B01
2005,200500027462,A01
2005,200500027471,A01
2005,200500027505,B01
2005,200500027507,A01
2005,200500027530,A01
2005,200500027534,A01
2005,200500027538,A01
2005,200500027554,B01
2005,200500027562,A01
2005,200500027565,A01
2005,200500027567,A01
2005,200500027585,A01
2005,200500027604,A01
2005,200500027614,A01
2005,200500027627,A01
2005,200500027630,A01
2005,200500027641,A01
2005,200500027647,A01
2005,200500027652,A01
2005,200500027653,A01
2005,200500027654,B01
2005,200500027657,A01
2005,200500027667,A01
2005,200500027671,A01
2005,200500027686,A01
2005,200500027756,A01
2005,200500027760,A01
2005,200500027791,A01
2005,200500027818,A01
2005,200500027823,A01
2005,200500027947,A01
2005,200500027989,A01
2005,200500028092,A01
2005,200500028093,B01
2005,200500028127,A01
2005,200500028140,B01
2005,200500028167,A01
2005,200500028168,A01
2005,200500028194,B01
2005,200500028263,B01
2005,200500028285,B01
2005,200500028308,B01
2005,200500028405,A01
2005,200500028438,B01
2005,200500028439,A01
2005,200500028445,B01
2005,200500028508,A01
2005,200500028552,A01
2005,200500028574,A01
2005,200500028581,B01
2005,200500028694,A01
2005,200500028712,A01
2005,200500028716,A01
2005,200500028731,A01
2005,200500028733,A01
2005,200500028747,A01
2005,200500028782,B01
2005,200500028888,A01
2005,200500028957,B01
2005,200500029006,A01
2005,200500029033,B01
2005,200500029063,A01
2005,200500029094,B01
2005,200500029189,A01
2005,200500029200,A01
2005,200500029265,A01
2005,200500029284,B01
2005,200500029285,A01
2005,200500029308,A01
2005,200500029358,A01
2005,200500029375,B01
2005,200500029449,B01
2005,200500029516,A01
2005,200500029589,A01
2005,200500029591,A01
2005,200500029611,A01
2005,200500029641,A01
2005,200500029695,A01
2005,200500029716,A01
2005,200500029738,B01
2005,200500029815,B01
2005,200500029822,A01
2005,200500029865,A01
2005,200500029875,A01
2005,200500029884,A01
2005,200500029905,A01
2005,200500029944,A01
2005,200500029990,A01
2005,200500029991,A01
2005,200500030029,A01
2005,200500030072,A01
2005,200500030082,A01
2005,200500030101,A01
2005,200500030197,A01
2005,200500030202,A01
2005,200500030243,A01
2005,200500030267,A01
2005,200500030295,A01
2005,200500030301,A01
2005,200500030320,A01
2005,200500030331,A01
2005,200500030401,A01
2005,200500030451,A01
2005,200500030452,A01
2005,200500030461,A01
2005,200500030466,A01
2005,200500030471,A01
2005,200500030482,A01
2005,200500030565,A01
2005,200500030699,A01
2005,200500030806,B01
2005,200500030814,A01
2005,200500030826,B01
2005,200500030833,A01
2005,200500030855,B01
2005,200500030861,B01
2005,200500030865,A01
2005,200500030898,B01
2005,200500030960,A01
2005,200500031027,A01
2005,200500031087,A01
2005,200500031105,A01
2005,200500031144,B01
2005,200500031151,A01
2005,200500031309,C01
2005,200500031323,B01
2005,200500031447,A01
2005,200500031463,B01
2005,200500031488,A01
2005,200500031492,B01
2005,200500031532,A01
2005,200500031635,A01
2005,200500031654,A01
2005,200500031655,B01
2005,200500031682,A01
2005,200500031711,C01
2005,200500031765,B01
2005,200500031778,B01
2005,200500031815,B01
2005,200500031851,B01
2005,200500031860,B01
2005,200500031929,A01
2005,200500031973,A01
2005,200500032081,B01
2005,200500032151,A01
2005,200500032218,A01
2005,200500032229,A01
2005,200500032240,A01
2005,200500032315,A01
2005,200500032317,A01
2005,200500032320,B01
2005,200500032365,A01
2005,200500032401,A01
2005,200500032415,A01
2005,200500032438,A01
2005,200500032473,A01
2005,200500032493,A01
2005,200500032528,A01
2005,200500032569,A01
2005,200500032572,A01
2005,200500032575,A01
2005,200500032587,A01
2005,200500032617,A01
2005,200500032621,B01
2005,200500032626,A01
2005,200500032636,A01
2005,200500032637,B01
2005,200500032640,A01
2005,200500032644,A01
2005,200500032663,D01
2005,200500032669,A01
2005,200500032682,B01
2005,200500032697,A01
2005,200500032700,B01
2005,200500032703,A01
2005,200500032721,A01
2005,200500032753,A01
2005,200500032767,B01
2005,200500032772,A01
2005,200500032794,A01
2005,200500032800,A01
2005,200500032827,A01
2005,200500032838,A01
2005,200500032849,E01
2005,200500032863,A01
2005,200500032894,A01
2005,200500032929,A01
2005,200500032933,B01
2005,200500033048,A01
2005,200500033130,A01
2005,200500033140,A01
2005,200500033166,A01
2005,200500033237,A01
2005,200500033345,A01
2005,200500033358,A01
2005,200500033363,B01
2005,200500033454,D01
2005,200500033495,C01
2005,200500033500,C01
2005,200500033535,B01
2005,200500033548,A01
2005,200500033581,B01
2005,200500033616,A01
2005,200500033672,A01
2005,200500033743,A01
2005,200500033769,B01
2005,200500033800,A01
2005,200500033882,A01
2005,200500033890,A01
2005,200500033898,A01
2005,200500033941,A01
2005,200500033978,A01
2005,200500034002,A01
2005,200500034041,A01
2005,200500034046,A01
2005,200500034112,A01
2005,200500034113,A01
2005,200500034182,B01
2005,200500034196,A01
2005,200500034253,A01
2005,200500034276,A01
2005,200500034294,A01
2005,200500034343,A01
2005,200500034349,B01
2005,200500034375,A01
2005,200500034427,A01
2005,200500034464,A01
2005,200500034467,A01
2005,200500034658,A01
2005,200500034672,A01
2005,200500034703,B01
2005,200500034757,A01
2005,200500034767,A01
2005,200500034860,C01
2005,200500034866,A01
2005,200500035015,B01
2005,200500035027,A01
2005,200500035035,A01
2005,200500035070,A01
2005,200500035142,A01
2005,200500035170,A01
2005,200500035182,A01
2005,200500035217,A01
2005,200500035242,A01
2005,200500035278,A01
2005,200500035285,A01
2005,200500035314,A01
2005,200500035338,A01
2005,200500035367,A01
2005,200500035393,A01
2005,200500035402,A01
2005,200500035406,A01
2005,200500035443,A01
2005,200500035463,A01
2005,200500035501,A01
2005,200500035572,A01
2005,200500035580,A01
2005,200500035585,A01
2005,200500035600,A01
2005,200500035613,A01
2005,200500035677,A01
2005,200500035690,A01
2005,200500035692,A01
2005,200500035696,A01
2005,200500035719,A01
2005,200500035732,A01
2005,200500035740,A01
2005,200500035759,A01
2005,200500035870,B01
2005,200500035903,A01
2005,200500035944,A01
2005,200500035971,A01
2005,200500036019,A01
2005,200500036080,B01
2005,200500036119,A01
2005,200500036194,A01
2005,200500036196,A01
2005,200500036310,C01
2005,200500036350,A01
2005,200500036373,A01
2005,200500036388,B01
2005,200500036439,A01
2005,200500036542,A01
2005,200500036549,B01
2005,200500036645,B01
2005,200500036660,A01
2005,200500036671,B01
2005,200500036677,A01
2005,200500036678,A01
2005,200500036724,B01
2005,200500036744,B01
2005,200500036781,A01
2005,200500036798,B01
2005,200500036884,B01
2005,200500036960,A01
2005,200500036975,B01
2005,200500036995,A01
2005,200500037011,B01
2005,200500037013,A01
2005,200500037028,C01
2005,200500037051,A01
2005,200500037070,C01
2005,200500037082,A01
2005,200500037094,B01
2005,200500037129,B01
2005,200500037130,B01
2005,200500037137,B01
2005,200500037140,B01
2005,200500037165,B01
2005,200500037166,B01
2005,200500037188,A01
2005,200500037190,A01
2005,200500037196,C01
2005,200500037197,B01
2005,200500037223,B01
2005,200500037255,B01
2005,200500037285,B01
2005,200500037383,A01
2005,200500037464,B01
2005,200500037497,E01
2005,200500037730,B02
2005,200500038350,B02
2005,200500038680,B02
2005,200500039029,B02
2005,200500039394,B02
2005,200500039397,A01
2005,200500039673,A01
2005,200500039733,A01
2005,200500039894,B02
2005,200500039915,B02
2005,200500040215,B02
2005,200500040260,A01
2005,200500040263,A01
2005,200500040282,A01
2005,200500040421,B01
2005,200500041229,B02
2005,200500041489,B02
2005,200500041576,A01
2005,200500041716,A01
2005,200500041745,A01
2005,200500041752,C03
2005,200500042417,B02
2005,200500042513,A01
2005,200500042633,B02
2005,200500042635,B02
2005,200500042829,B02
2005,200500043062,C03
2005,200500043103,B02
2005,200500043183,A01
2005,200500043307,A01
2005,200500043352,A01
2005,200500043365,A01
2005,200500043368,C01
2005,200500043422,A01
2005,200500043461,A01
2005,200500043498,A01
2005,200500043501,B01
2005,200500043506,B01
2005,200500043516,A01
2005,200500043553,A01
2005,200500043555,A01
2005,200500043559,A01
2005,200500043564,B01
2005,200500043717,A01
2005,200500043720,A01
2005,200500043733,B01
2005,200500043736,A01
2005,200500043760,B01
2005,200500043770,B01
2005,200500043773,A01
2005,200500043774,A01
2005,200500043791,A01
2005,200500043810,B01
2005,200500043828,B01
2005,200500043850,D01
2005,200500043851,A01
2005,200500043904,A01
2005,200500043909,A01
2005,200500043925,A01
2005,200500043926,A01
2005,200500043934,A01
2005,200500043996,A01
2005,200500044012,A01
2005,200500044024,A01
2005,200500044094,B01
2005,200500044126,A01
2005,200500044164,A01
2005,200500044235,A01
2005,200500044255,A01
2005,200500044323,B01
2005,200500044361,A01
2005,200500044413,A01
2005,200500044459,A01
2005,200500044512,A01
2005,200500044513,A01
2005,200500044534,A01
2005,200500044558,B01
2005,200500044602,C01
2005,200500044629,B01
2005,200500044673,A01
2005,200500044742,A01
2005,200500044760,A01
2005,200500044887,A01
2005,200500044891,A01
2005,200500044922,A01
2005,200500044951,D01
2005,200500045013,A01
2005,200500045026,A01
2005,200500045033,A01
2005,200500045081,B01
2005,200500045102,A01
2005,200500045105,B01
2005,200500045178,A01
2005,200500045217,B01
2005,200500045220,A01
2005,200500045252,B01
2005,200500045264,A01
2005,200500045272,B01
2005,200500045289,A01
2005,200500045301,A01
2005,200500045311,A01
2005,200500045314,A01
2005,200500045322,A01
2005,200500045340,B01
2005,200500045354,A01
2005,200500045410,B01
2005,200500045431,A01
2005,200500045488,X01
2005,200500045572,A01
2005,200500045597,B01
2005,200500045598,A01
2005,200500045624,A01
2005,200500045653,A01
2005,200500045679,A01
2005,200500045740,A01
2005,200500045743,B01
2005,200500045758,A01
2005,200500045775,A01
2005,200500045854,A01
2005,200500045874,A01
2005,200500045903,A01
2005,200500045952,A01
2005,200500045961,A01
2005,200500045988,A01
2005,200500046105,A01
2005,200500046108,A01
2005,200500046132,A01
2005,200500046148,A01
2005,200500046158,A01
2005,200500046272,A01
2005,200500046281,A01
2005,200500046331,A01
2005,200500046373,A01
2005,200500046379,A01
2005,200500046441,A01
2005,200500046509,B01
2005,200500046525,D01
2005,200500046526,A01
2005,200500046586,A01
2005,200500046611,A01
2005,200500046626,A01
2005,200500046630,C01
2005,200500046645,A01
2005,200500046651,A01
2005,200500046663,A01
2005,200500046757,C01
2005,200500046765,A01
2005,200500046846,A01
2005,200500046847,A01
2005,200500046852,A01
2005,200500046854,A01
2005,200500046855,A01
2005,200500046874,A01
2005,200500046934,A01
2005,200500046975,A01
2005,200500047137,A01
2005,200500047252,A01
2005,200500047261,B01
2005,200500047271,A01
2005,200500047397,A01
2005,200500047401,A01
2005,200500047431,B01
2005,200500047437,A01
2005,200500047448,B01
2005,200500047453,C01
2005,200500047466,B01
2005,200500047490,C01
2005,200500047520,B01
2005,200500047525,A01
2005,200500047547,B01
2005,200500047634,A01
2005,200500047659,A01
2005,200500047672,A01
2005,200500047674,A01
2005,200500047686,B01
2005,200500047707,B01
2005,200500047787,C01
2005,200500047801,B01
2005,200500047836,B01
2005,200500047874,B02
2005,200500048075,B02
2005,200500048897,A01
2005,200500048912,A01
2005,200500049200,B02
2005,200500049395,A01
2005,200500049661,A01
2005,200500049836,A01
2005,200500050054,B02
2005,200500050147,B02
2005,200500050246,A01
2005,200500050251,A01
2005,200500050252,A01
2005,200500050326,A01
2005,200500050371,B01
2005,200500050381,A01
2005,200500050400,A01
2005,200500050404,A01
2005,200500050414,A01
2005,200500050558,A01
2005,200500050598,B01
2005,200500050604,A01
2005,200500050616,C01
2005,200500050639,A01
2005,200500050656,A01
2005,200500050668,A01
2005,200500050669,B01
2005,200500050673,B01
2005,200500050676,A01
2005,200500050687,B01
2005,200500050689,A01
2005,200500050698,A01
2005,200500050704,A01
2005,200500050720,A01
2005,200500050724,A01
2005,200500050755,A01
2005,200500050790,A01
2005,200500050799,A01
2005,200500050811,B01
2005,200500050855,A01
2005,200500050907,B01
2005,200500051059,A01
2005,200500051096,B01
2005,200500051126,A01
2005,200500051147,A01
2005,200500051177,A01
2005,200500051192,A01
2005,200500051212,A01
2005,200500051315,B01
2005,200500051327,A01
2005,200500051332,A01
2005,200500051333,A01
2005,200500051334,A01
2005,200500051335,A01
2005,200500051395,A01
2005,200500051487,A01
2005,200500051503,A01
2005,200500051508,A01
2005,200500051520,A01
2005,200500051521,A01
2005,200500051539,B01
2005,200500051556,A01
2005,200500051584,A01
2005,200500051628,A01
2005,200500051644,B01
2005,200500051668,B01
2005,200500051670,B01
2005,200500051679,A01
2005,200500051690,B01
2005,200500051699,B01
2005,200500051736,A01
2005,200500051772,A01
2005,200500051790,A01
2005,200500051793,A01
2005,200500051824,C01
2005,200500051837,A01
2005,200500051840,B01
2005,200500051862,B01
2005,200500051877,A01
2005,200500051879,A01
2005,200500051882,A01
2005,200500051895,A01
2005,200500051903,A01
2005,200500051907,A01
2005,200500051915,A01
2005,200500051922,A01
2005,200500051928,A01
2005,200500051948,A01
2005,200500051951,A01
2005,200500052022,A01
2005,200500052226,A01
2005,200500052248,A01
2005,200500052261,B01
2005,200500052264,A01
2005,200500052274,A01
2005,200500052280,A01
2005,200500052295,A01
2005,200500052308,B01
2005,200500052365,A01
2005,200500052379,B01
2005,200500052435,A01
2005,200500052528,A01
2005,200500052543,A01
2005,200500052592,A01
2005,200500052597,A01
2005,200500052601,A01
2005,200500052608,A01
2005,200500052640,A01
2005,200500052686,A01
2005,200500052699,A01
2005,200500052715,A01
2005,200500052801,A01
2005,200500052842,A01
2005,200500052928,A01
2005,200500053074,A01
2005,200500053099,B01
2005,200500053167,A01
2005,200500053199,A01
2005,200500053234,B01
2005,200500053248,A01
2005,200500053252,A01
2005,200500053260,B01
2005,200500053273,A01
2005,200500053333,A01
2005,200500053408,B01
2005,200500053531,A01
2005,200500053570,A01
2005,200500053586,A01
2005,200500053656,C01
2005,200500053897,A01
2005,200500053899,A01
2005,200500053944,A01
2005,200500053968,B01
2005,200500054179,B02
2005,200500054404,A01
2005,200500054765,B02
2005,200500054792,B02
2005,200500054810,A01
2005,200500054944,B02
2005,200500055534,A01
2005,200500055566,B02
2005,200500055618,B02
2005,200500055742,B02
2005,200500055995,A01
2005,200500056044,H08
2005,200500056141,B02
2005,200500056235,B02
2005,200500056268,A01
2005,200500056274,A01
2005,200500056278,A01
2005,200500056301,A01
2005,200500056303,B01
2005,200500056329,B01
2005,200500056332,A01
2005,200500056337,A01
2005,200500056350,B01
2005,200500056360,A01
2005,200500056365,B01
2005,200500056366,A01
2005,200500056367,A01
2005,200500056380,A01
2005,200500056386,A01
2005,200500056389,A01
2005,200500056393,A01
2005,200500056394,A01
2005,200500056403,A01
2005,200500056408,A01
2005,200500056417,B01
2005,200500056424,A01
2005,200500056430,B01
2005,200500056436,A01
2005,200500056440,A01
2005,200500056447,A01
2005,200500056453,B01
2005,200500056454,A01
2005,200500056455,A01
2005,200500056468,A01
2005,200500056485,B01
2005,200500056486,A01
2005,200500056488,A01
2005,200500056491,A01
2005,200500056498,A01
2005,200500056511,A01
2005,200500056513,A01
2005,200500056517,A01
2005,200500056544,A01
2005,200500056554,C01
2005,200500056557,A01
2005,200500056559,A01
2005,200500056571,A01
2005,200500056583,A01
2005,200500056606,A01
2005,200500056614,A01
2005,200500056699,A01
2005,200500056707,A01
2005,200500056722,C01
2005,200500056773,B01
2005,200500056876,A01
2005,200500056916,A01
2005,200500056920,A01
2005,200500056954,A01
2005,200500056991,A01
2005,200500057020,A01
2005,200500057211,A01
2005,200500057232,A01
2005,200500057235,A01
2005,200500057256,B01
2005,200500057258,A01
2005,200500057263,A01
2005,200500057269,A01
2005,200500057280,A01
2005,200500057281,A01
2005,200500057294,A01
2005,200500057302,A01
2005,200500057303,A01
2005,200500057312,A01
2005,200500057317,C01
2005,200500057327,A01
2005,200500057328,A01
2005,200500057331,A01
2005,200500057379,A01
2005,200500057383,A01
2005,200500057388,B01
2005,200500057389,A01
2005,200500057395,A01
2005,200500057412,B01
2005,200500057424,C01
2005,200500057428,A01
2005,200500057429,A01
2005,200500057479,A01
2005,200500057504,B01
2005,200500057547,A01
2005,200500057562,A01
2005,200500057567,A01
2005,200500057573,B01
2005,200500057597,A01
2005,200500057626,A01
2005,200500057646,A01
2005,200500057689,B01
2005,200500057792,A01
2005,200500057885,A01
2005,200500057930,B01
2005,200500057933,B01
2005,200500058046,A01
2005,200500058185,A01
2005,200500058323,A01
2005,200500058342,A01
2005,200500058388,A01
2005,200500058392,B01
2005,200500058424,A01
2005,200500058498,A01
2005,200500058592,A01
2005,200500058595,A01
